Latitude,Longtitude,Area_Class
45.86931,-75.07171,B
46.36211,-74.91015,C
46.09592,-75.71239,B
47.3837,-77.03552,C
46.60672,-75.9856,C
46.1238,-75.72535,C
45.94724,-77.2293,C
46.43196,-74.83333,B
46.19904,-74.72661,C
45.69275,-75.80115,C
45.8819,-75.86628,C
46.53597,-75.05719,C
46.08693,-74.32685,B
46.3837,-74.90102,C
45.95084,-73.88304,B
46.3801,-74.87365,C
47.92746,-74.66398,B
45.84233,-75.80881,C
45.95804,-74.56134,C
46.10492,-74.47665,C
45.96433,-75.05616,C
45.66936,-75.98327,B
45.94454,-74.38175,B
45.92566,-74.36754,B
45.78327,-73.61895,C
46.76169,-75.88647,C
45.68196,-74.39221,C
46.86481,-75.32413,B
46.01079,-75.6317,B
45.6283,-75.71785,B
46.34772,-74.15233,C
46.35042,-77.71873,B
45.6238,-74.74228,C
47.04676,-77.32673,C
46.18285,-74.16017,B
46.35222,-75.49739,C
45.77788,-75.88572,C
46.17656,-74.90887,C
45.69275,-75.45623,B
46.01619,-73.73705,B
47.5027,-76.8714,D
46.71343,-75.30185,C
45.83963,-74.3101,C
46.03687,-73.74223,C
46.27518,-75.0417,C
46.02338,-75.5652,B
46.16757,-74.70715,B
46.381,-74.86974,C
46.27698,-75.03909,B
45.86841,-73.41408,D
46.6211,-74.22774,D
46.21163,-75.05084,C
46.11931,-74.53922,C
46.77698,-75.40353,B
47.11931,-76.88891,D
46.21343,-75.04824,B
46.09592,-74.97536,C
45.94185,-74.04712,B
45.94634,-74.6214,B
45.96253,-74.13303,B
45.85132,-74.21385,B
46.17116,-75.48961,C
46.3837,-74.87886,D
45.631,-75.95499,B
47.6328,-75.63998,B
46.03687,-76.39076,D
46.04946,-74.82685,B
45.95714,-74.16149,B
46.44095,-75.55984,B
47.70264,-74.87658,D
45.94275,-74.32428,C
46.33693,-74.53253,B
45.70264,-74.49871,B
47.86751,-74.55116,B
47.42656,-76.79744,B
46.29946,-74.80079,B
46.26439,-78.13935,C
46.20983,-76.03265,B
48.26169,-74.4946,B
46.51079,-74.73824,B
46.03597,-73.95336,B
46.04137,-73.89335,B
47.18825,-79.32936,C
48.77248,-78.30604,D
47.21253,-79.40343,C
48.09233,-77.63301,B
47.5009,-78.99734,B
48.86661,-79.24316,D
48.11841,-79.12086,C
48.17926,-77.3816,C
48.02878,-78.28358,B
48.79946,-78.78555,B
48.60582,-79.40307,D
48.58963,-79.2432,D
48.94634,-79.46577,D
48.76079,-79.04923,C
48.68465,-78.79247,C
48.7536,-79.37302,C
48.19814,-79.08333,D
47.96613,-79.15055,C
47.71613,-79.37389,B
47.52968,-79.41001,C
47.54676,-78.57134,C
47.41936,-79.24468,C
48.61481,-78.36906,C
48.78957,-79.29921,B
48.79676,-78.90028,D
48.26169,-79.20947,C
48.20714,-79.15047,D
48.20534,-76.55634,C
48.1229,-79.29426,B
47.54946,-78.57267,C
49.11931,-79.28936,D
48.79047,-79.49317,D
48.79227,-79.05603,C
48.68915,-78.96322,D
47.46073,-79.47074,B
48.61571,-79.22007,D
48.61211,-79.37858,D
48.5027,-79.13952,D
48.17116,-79.13026,C
49.16936,-79.25,C
48.2518,-78.88695,D
49.03597,-79.28395,C
48.20893,-78.96086,D
48.2545,-79.12615,D
48.21793,-78.95276,C
48.7527,-77.44953,C
48.01439,-78.14919,B
48.79317,-78.90301,C
48.84682,-79.22267,D
48.58963,-78.15443,B
49.02788,-79.24589,C
47.45174,-79.47606,C
48.94454,-79.70618,D
48.58693,-79.13132,B
48.29497,-79.06171,C
47.52878,-79.40601,C
48.6265,-79.42789,D
48.26799,-79.05631,C
47.71523,-79.24332,D
47.61481,-79.39932,B
48.59412,-78.73504,B
48.67926,-78.15305,B
48.0036,-77.62769,B
48.7545,-78.95226,D
49.01799,-79.37553,D
46.71163,-79.07153,B
48.18196,-78.15318,D
49.11121,-79.40293,D
48.6283,-77.9619,C
48.79047,-79.40302,C
47.5045,-78.97071,C
48.53148,-79.15988,D
48.35582,-78.13283,B
48.04497,-77.82123,B
47.95354,-78.54036,D
48.19365,-77.96627,C
48.58603,-78.1422,B
47.52608,-79.21404,C
47.44275,-79.06206,C
48.78327,-78.78556,B
48.34952,-77.3896,C
48.18825,-77.38699,C
48.19365,-77.63699,C
48.36031,-77.22293,C
48.60312,-77.81837,B
48.20084,-78.36944,B
48.10132,-77.82256,B
48.83963,-78.71584,C
48.34053,-78.13825,C
48.61931,-78.65306,B
48.53148,-78.29123,D
48.60132,-78.14627,C
48.61931,-78.22959,C
49.0036,-77.07237,C
49.02248,-76.95886,C
47.54227,-78.55802,D
49.03597,-79.29355,D
49.04497,-79.13236,C
48.36031,-78.11794,C
48.35941,-78.12065,C
48.59322,-78.48504,C
48.34412,-78.13961,C
48.3747,-77.22563,C
48.3774,-77.31302,C
48.71613,-78.87986,B
48.46613,-78.03586,B
48.7554,-77.45635,B
48.1283,-79.46227,B
48.83333,-78.90164,C
48.53777,-77.97012,C
48.18196,-77.45684,D
48.34053,-77.31168,B
48.70714,-79.21457,D
48.83783,-78.80054,B
48.21433,-77.66667,B
48.6319,-77.11768,C
48.58603,-77.47417,C
48.67026,-77.48366,D
48.84952,-77.1612,C
48.18465,-77.37755,C
48.08963,-78.14782,B
48.60132,-79.37043,C
48.86391,-79.18028,D
47.52338,-78.63337,D
47.79137,-78.39525,D
48.25899,-78.04416,B
48.20714,-78.95277,B
48.36031,-79.05626,B
46.70444,-79.1247,C
46.6229,-79.03619,D
48.95624,-79.0669,C
48.61931,-79.30612,C
48.79766,-78.89892,D
48.79946,-78.78691,C
48.6265,-79.15986,C
48.61751,-79.12586,C
48.29946,-77.06306,D
48.36751,-78.13147,D
48.45264,-78.21339,C
48.70624,-77.86761,D
48.54047,-78.05752,C
48.42116,-77.95935,D
48.34772,-78.21617,D
48.95624,-79.44933,D
49.02338,-79.13924,C
48.94814,-79.21577,D
48.91846,-79.0587,C
48.61931,-79.15306,C
48.5036,-79.13409,D
47.28238,-79.23542,C
47.52518,-79.23269,B
47.50719,-79.15868,B
47.5018,-79.49734,C
47.51169,-79.15735,B
48.83963,-78.79371,D
48.84862,-79.20217,D
48.19994,-77.40452,D
48.09412,-77.70153,D
48.08873,-77.57525,D
48.34592,-77.30762,C
48.54676,-77.64086,B
48.69275,-77.74183,D
48.68915,-77.70096,D
48.67296,-79.14624,C
48.84772,-79.15163,D
52.29227,-77.07892,D
48.33783,-78.79275,C
47.94185,-79.28903,B
48.21253,-78.24595,B
47.95804,-79.24731,C
48.03597,-79.15725,C
47.61931,-79.38064,D
48.83873,-79.39207,B
47.7509,-79.2393,D
48.86301,-79.48496,C
47.77248,-79.29319,D
48.35222,-78.88013,B
47.76169,-79.45585,D
48.11481,-79.29023,C
46.86571,-79.22764,B
48.20983,-79.15317,C
48.02698,-79.28627,D
47.69724,-79.24065,B
48.53867,-77.64629,B
48.45534,-77.63683,B
48.34592,-79.04003,C
49.27518,-79.39599,B
48.42566,-78.97289,B
48.76349,-79.47953,C
49.76619,-77.65274,B
49.70983,-77.78744,C
48.95983,-79.45617,B
48.45174,-78.95932,B
48.84862,-79.47403,B
48.30036,-76.97296,B
48.36571,-78.81303,B
48.58603,-77.47281,B
48.19634,-79.08064,D
49.21343,-78.04203,B
51.35582,-77.7428,B
48.08423,-79.22577,C
48.6229,-78.55612,C
48.5063,-78.65716,C
48.67476,-78.23638,C
48.61661,-78.38402,C
48.51259,-77.72149,B
48.69275,-77.71458,C
48.54946,-77.5385,B
48.85132,-79.403,B
48.44185,-78.90989,B
48.36481,-78.82657,C
48.18016,-77.88699,B
48.00719,-79.16667,B
47.60672,-79.48666,B
48.85582,-79.36883,B
48.67836,-77.4891,B
47.33963,-78.74204,D
47.34143,-79.38083,C
48.36751,-78.72022,B
48.33423,-76.99729,B
47.92026,-77.24463,C
49.67296,-75.98054,A
48.21343,-76.74055,B
48.77428,-79.05468,B
49.33603,-79.28503,B
48.6211,-79.03572,B
48.53327,-79.22963,C
48.43285,-77.71476,B
49.36481,-76.54605,A
48.44365,-79.07655,B
48.34412,-77.20129,B
48.6328,-79.04659,C
48.54407,-79.31567,B
48.71073,-77.81698,B
52.08783,-77.22951,B
48.60672,-77.48232,B
48.61211,-79.38946,B
49.01889,-66.39747,B
47.56835,-68.996,C
48.95983,-65.47398,B
48.8792,-64.37974,A
47.55486,-69.12136,C
47.69095,-69.06196,B
47.631,-69.13064,C
48.33274,-68.85579,C
47.52068,-69.12139,B
47.97872,-66.96373,B
47.06115,-69.96172,B
48.11121,-67.87761,B
48.46163,-68.3252,A
47.1211,-70.06483,B
48.86931,-65.27454,A
48.34233,-64.85984,B
48.72422,-67.39485,C
46.20714,-71.77226,B
46.32195,-71.89844,A
45.3783,-71.97055,C
45.53867,-71.79995,B
45.80216,-71.6628,C
45.40438,-72.00136,B
45.33873,-71.82949,B
45.53058,-71.63329,B
45.59502,-71.9141,B
45.93555,-71.98707,B
45.82644,-71.91667,A
45.53327,-71.632,C
45.55036,-71.61658,B
46.71883,-71.27693,B
45.3756,-70.95647,B
45.70893,-70.76508,B
45.44724,-71.95513,B
45.44724,-71.95257,B
45.95534,-70.44826,B
45.94544,-72.70603,C
46.20534,-70.4974,B
45.95264,-72.7099,B
45.84053,-71.42255,B
45.93735,-70.45862,B
45.94814,-72.27772,B
45.79317,-72.41022,B
45.79047,-72.40635,C
45.54047,-73.14869,C
46.90168,-71.78463,B
46.59502,-72.60385,B
47.35672,-72.77359,B
47.58004,-70.538,B
48.28507,-70.8009,B
46.8783,-71.74737,B
47.10941,-72.26066,C
47.09772,-72.60986,A
46.68555,-73.49345,B
48.11211,-70.87087,B
47.65168,-73.10259,B
48.72422,-74.88531,B
47.15708,-72.28043,C
47.91667,-74.10226,B
48.30216,-70.95268,B
48.09053,-69.79429,B
48.03327,-69.81182,C
47.75899,-69.95452,B
48.07374,-69.7943,A
48.07644,-69.7943,B
48.08094,-69.7916,B
48.08004,-69.7916,B
48.15708,-69.79424,A
48.06115,-69.80104,A
46.68825,-72.74607,B
46.4994,-73.72648,B
46.97332,-71.54248,C
46.26619,-73.34382,B
46.89269,-71.93025,C
46.30036,-73.10028,A
49.08094,-68.4849,B
50.65888,-68.8305,C
50.29317,-66.20636,B
50.21703,-66.30382,D
49.35402,-68.30434,B
49.29946,-68.56954,B
49.33603,-68.29331,B
49.73591,-68.57638,B
50.0045,-67.93284,D
48.92836,-68.84686,B
50.23502,-66.28834,B
48.72063,-69.46319,A
50.02608,-67.81374,B
50.26619,-66.27706,A
48.68735,-69.36626,C
48.69544,-69.36625,C
49.69544,-67.18605,D
49.70534,-67.1902,C
49.10761,-72.59111,B
48.36211,-71.55085,B
48.38729,-71.56167,B
48.92116,-72.34687,C
48.45714,-71.17135,B
48.63549,-71.19557,B
48.63729,-71.38128,D
48.48771,-71.23372,D
48.92206,-71.80733,C
48.27158,-72.06442,D
48.77428,-71.80058,B
48.66936,-71.35266,C
48.57195,-71.13405,B
48.36841,-71.16261,C
48.53867,-71.46333,B
48.46433,-71.17405,C
48.30036,-71.13422,B
48.55756,-71.53034,C
48.66936,-71.50163,B
48.69275,-71.58061,B
49.31835,-71.17274,C
48.36121,-72.10847,A
50.59053,-73.09159,D
48.32195,-71.30764,B
50.53777,-73.63978,B
48.5054,-71.0399,C
48.40528,-72.65312,B
46.53597,-76.04542,A
46.27518,-74.70706,D
46.40168,-75.87885,C
46.17116,-74.62901,C
46.14719,-74.62643,C
46.1337,-76.07555,B
46.82105,-75.21977,C
46.86211,-75.31229,C
46.41427,-74.88536,C
45.82554,-75.76235,B
45.66936,-74.57947,C
45.97153,-75.54581,D
46.68285,-75.84981,D
46.89089,-75.34429,C
46.49671,-74.86441,C
46.14449,-74.62513,C
46.14539,-74.62124,C
46.872,-75.28071,C
46.26169,-76.00789,D
45.65258,-74.74228,B
45.8738,-74.09433,B
46.11391,-75.55868,C
45.56115,-75.53324,B
45.74491,-76.18557,B
45.61121,-75.223,B
46.20174,-75.96232,B
46.53327,-74.83692,B
45.66847,-74.78314,C
46.74671,-75.36417,D
46.73861,-75.33662,D
45.6328,-76.0985,B
45.69275,-76.01252,C
45.90708,-74.72157,D
45.81385,-74.6357,B
45.66337,-74.62163,B
46.13729,-74.51714,B
46.18285,-75.95843,B
46.34592,-75.91276,C
46.36571,-75.44266,D
46.1337,-74.72664,B
46.11481,-74.52755,B
46.54317,-74.88921,B
46.56115,-75.64312,B
46.05666,-76.14852,B
45.79587,-74.12152,A
46.16157,-75.51452,C
46.06115,-76.01075,C
46.01619,-75.91278,C
46.98861,-76.06883,C
48.07195,-74.7352,A
48.26889,-74.49189,B
47.8738,-76.3025,C
47.631,-75.71797,B
45.7545,-74.12542,C
47.08004,-76.55296,B
45.90708,-76.14986,D
45.92836,-76.1421,B
46.19814,-75.75668,D
46.01079,-74.47022,D
47.5045,-79.18743,C
48.81025,-78.81421,D
48.20893,-77.37078,B
48.75,-78.75,D
48.64449,-77.47414,C
48.24041,-76.76177,B
48.3765,-78.05084,B
48.2554,-77.9973,C
47.16607,-79.36772,D
48.73771,-79.09576,D
48.94095,-79.50803,D
48.76709,-78.49318,B
48.19994,-79.02936,B
47.94544,-79.23926,C
48.07195,-79.18271,C
48.2518,-76.31983,C
48.2518,-76.14776,D
48.22063,-79.27934,B
48.16936,-79.22842,C
49.27158,-78.05025,C
49.02158,-78.10358,D
48.18735,-77.44604,D
48.29497,-78.55224,B
48.10761,-79.14512,D
48.20534,-78.93523,C
49.58094,-75.68065,D
48.64539,-77.92378,C
48.51439,-78.01817,C
48.60761,-78.4456,B
47.55936,-78.19403,B
49.30036,-79.23483,C
48.08004,-77.49192,C
48.22872,-77.95275,C
53.7494,-78.73023,D
48.20174,-78.91769,B
48.67656,-78.32516,D
53.78597,-77.42693,B
48.89988,-78.70622,C
48.82644,-78.80055,C
48.76439,-79.16257,C
48.35402,-79.06439,C
48.86211,-77.65163,C
46.77878,-78.87858,B
53.77068,-77.51029,C
48.98502,-78.87281,B
48.10222,-78.9394,B
53.73861,-76.03468,B
54.27788,-79.122,D
48.15978,-79.1424,A
48.22063,-78.10323,A
48.06205,-79.41926,C
53.67116,-78.40149,D
53.73142,-77.86802,C
53.77878,-77.47565,D
53.79227,-77.46955,D
53.38729,-76.96683,D
50.42836,-77.47741,C
48.97782,-79.37008,D
52.80036,-77.32143,B
49.03867,-77.96022,A
53.35402,-77.54868,B
53.70264,-78.53168,B
49.65168,-75.78888,B
49.05756,-77.95608,B
48.11931,-79.30774,B
48.97602,-64.44108,C
49.17116,-65.16392,B
48.38549,-64.63146,C
48.1337,-66.44745,C
48.39988,-64.5725,B
49.15258,-65.19087,B
48.44005,-64.39498,D
48.34323,-64.72159,C
48.05486,-65.28624,B
49.17386,-64.82233,C
49.18735,-66.05169,C
48.83004,-64.56148,B
48.20264,-64.84515,C
48.66427,-68.02614,B
48.99761,-66.38377,C
49.20174,-65.1529,B
48.05396,-65.19753,B
48.40168,-64.58062,D
47.79497,-69.50167,C
48.84053,-64.34151,B
48.02158,-65.35347,D
48.07824,-65.2768,C
49.21703,-65.92978,B
49.02878,-64.44925,C
48.49041,-64.30755,B
48.3711,-64.66261,C
48.26709,-65.65586,B
49.14269,-64.90567,C
48.881,-67.3306,C
48.23861,-64.76987,C
48.25899,-64.75904,C
48.34952,-68.75891,C
48.64269,-64.384,C
48.41607,-64.58808,B
48.20714,-64.89103,B
48.90888,-67.18022,C
46.79047,-69.92907,C
47.81475,-69.55521,A
47.61391,-69.55265,B
47.55936,-69.48534,B
47.54946,-69.43604,B
48.33004,-66.26976,A
47.39808,-69.75362,B
48.34233,-64.83063,C
47.63999,-68.95462,B
48.09053,-65.45422,B
48.01709,-68.91263,B
48.88549,-64.66393,C
47.61661,-69.56199,B
47.73591,-69.61318,C
46.23322,-71.78523,B
46.51439,-71.07288,A
45.89719,-72.36498,C
46.41337,-72.11188,C
46.08783,-70.71888,C
45.61841,-70.98328,B
45.77158,-71.40248,B
46.77428,-71.10364,C
45.45893,-71.81025,C
46.47422,-70.14316,C
45.67656,-71.37934,C
45.59772,-70.7922,C
46.24041,-70.43889,B
46.68735,-71.30842,C
46.67926,-71.31498,C
46.73142,-70.54528,B
46.81655,-71.11804,A
46.11481,-70.51068,B
45.22332,-72.13347,C
45.44455,-71.87693,B
46.03148,-71.18523,B
46.63729,-71.27046,C
45.94994,-72.69956,B
46.54227,-71.13136,B
46.40258,-71.91667,B
46.20534,-71.98181,B
46.10492,-72.1057,B
46.55756,-70.78756,C
46.3792,-71.87495,B
45.08783,-73.95032,D
45.00899,-73.88232,D
46.71703,-71.33071,C
46.14089,-73.46625,C
46.92116,-71.44733,B
46.28867,-73.43493,C
46.03867,-73.19947,C
46.3711,-73.31509,B
46.28507,-73.29299,B
46.70174,-72.29793,D
46.19994,-73.48571,C
47.58873,-72.75599,B
46.66847,-73.92792,D
46.26259,-73.70967,C
45.93285,-73.31006,D
47.98142,-70.0793,B
46.75989,-72.1673,C
47.98322,-70.08065,B
47.08274,-71.35327,B
46.96253,-71.49209,A
46.04227,-73.26207,C
46.8783,-71.50045,B
46.60941,-73.80584,C
47.07195,-72.2368,B
47.18825,-70.81878,A
47.61391,-70.40599,B
47.70444,-70.36722,C
48.30396,-70.95268,C
48.32374,-70.92561,B
48.31655,-70.9432,A
48.31655,-70.94591,B
48.31655,-70.94591,B
48.31475,-70.94997,A
46.81205,-71.91984,B
46.56835,-72.19768,B
47.08873,-70.93396,B
47.66427,-73.10658,A
48.19814,-70.06444,B
48.29587,-70.9635,B
47.93285,-73.37774,C
48.11481,-70.80774,B
46.09053,-73.64333,C
46.46703,-72.97911,B
46.10672,-73.61867,C
46.09952,-73.62257,C
46.35042,-73.05988,A
46.08873,-73.63555,B
48.16936,-73.12486,B
46.47782,-72.96605,A
46.48052,-72.9556,B
46.46703,-72.99217,C
46.48861,-72.91014,B
46.47332,-72.97519,B
46.3765,-73.19134,B
46.33094,-73.2643,B
46.49671,-72.9177,B
46.29766,-73.31641,B
46.35941,-73.21873,A
46.10672,-73.61867,C
48.00719,-69.82258,A
46.39089,-72.60147,C
46.52878,-72.64183,D
46.84952,-74.09697,D
47.88819,-73.65862,B
46.31835,-73.27864,B
46.47153,-72.98172,B
46.82195,-71.86541,C
47.69544,-70.30928,B
48.3792,-73.21344,B
46.1292,-73.59789,B
47.82374,-69.91963,A
46.74491,-72.21981,C
46.74221,-72.229,B
46.48861,-72.93861,B
48.68375,-73.92917,D
46.32824,-73.26431,B
48.10042,-71.13031,A
48.10042,-71.13165,B
46.36481,-73.21221,B
46.92116,-71.60346,C
46.49041,-72.91275,B
46.17386,-73.52489,C
46.42836,-73.0949,C
47.08274,-70.90214,C
48.5018,-69.29804,C
48.3765,-69.36657,B
50.30036,-65.38428,A
48.5018,-69.28311,B
49.41337,-67.31122,C
49.08004,-68.5037,C
50.55756,-66.05078,B
50.98142,-65.88381,C
49.96163,-66.97763,B
50.29047,-65.4817,B
49.69544,-68.64859,D
48.20893,-69.7942,B
48.53058,-69.4058,B
51.24671,-58.51437,C
50.23771,-66.51725,A
48.30396,-69.68105,D
49.08004,-68.45332,B
51.89449,-68.17276,B
50.24671,-66.2588,B
50.22602,-66.19377,B
50.22602,-66.19377,B
51.94455,-68.15208,B
50.22602,-66.19377,
49.35222,-69.58659,B
48.35492,-69.43639,B
49.53777,-70.44595,C
49.96163,-66.97763,
49.131,-68.18403,A
49.61661,-67.21669,C
48.34323,-71.3409,B
48.55036,-71.52899,C
48.92116,-72.36192,C
48.57554,-71.47417,C
48.66847,-71.58061,B
48.29766,-72.06576,C
48.74221,-71.93045,C
48.68735,-71.36899,B
48.36661,-70.96345,B
48.5027,-71.20657,C
48.54497,-72.30073,C
48.32195,-70.94184,C
49.80936,-74.40273,B
48.5045,-71.54804,C
48.45983,-70.77502,B
48.73052,-71.47137,C
48.96163,-72.08059,C
48.51259,-71.03039,C
48.84502,-72.23633,B
48.94724,-72.60094,C
48.96253,-72.59681,C
48.44455,-72.27639,B
48.70534,-71.64077,B
49.04497,-72.17042,C
48.31835,-70.9459,B
48.31835,-70.94996,A
51.01889,-73.0719,C
49.10672,-72.58424,A
53.24491,-70.68538,D
53.26259,-71.80928,D
53.34233,-71.99247,D
53.45893,-70.20318,D
53.50899,-70.25318,D
49.8765,-74.36085,A
50.61931,-74.06774,C
48.35761,-71.35982,B
50.20444,-74.29259,B
48.50899,-71.40309,B
48.70714,-71.78564,C
48.78058,-71.86208,A
49.76259,-74.51233,B
49.76889,-74.62211,C
48.38819,-72.44583,C
48.68555,-72.56562,C
45.94994,-76.06652,B
45.90168,-74.77906,C
45.60402,-75.56919,C
45.65168,-74.93567,B
46.1337,-74.65888,B
45.74221,-76.28565,C
46.39988,-75.89319,C
46.05936,-76.14204,C
45.76709,-75.76501,C
45.97422,-77.26734,B
46.38729,-75.87495,C
46.09772,-76.08496,C
46.56205,-75.35388,C
46.61661,-75.88263,C
46.31385,-75.56641,C
46.35402,-75.98306,B
46.32195,-75.5625,C
